house_id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1263,190,C(all),75,8250,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,2fmCon,2Story,5,6,1895,2006,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0,957,957.0,GasA,Fa,N,SBrkr,1034,957,0,1991,0,0,2,0,4,2,TA,9,Typ,0,none,none,none,0,0,none,none,N,0,0,133,0,0,0,none,0,6,2007,WD,Normal,119600
1264,20,RL,70,9100,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1212,1212.0,GasA,Ex,Y,SBrkr,1212,0,0,1212,0,0,2,0,3,1,Gd,6,Typ,0,none,Attchd,RFn,2,573,TA,TA,Y,356,0,0,0,0,0,none,0,6,2009,WD,Normal,178000
1265,20,RL,74,7400,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1Story,7,6,1962,1962,Gable,CompShg,WdSdng,WdSdng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,809.0,Unf,0,236,1045.0,GasA,Gd,Y,SBrkr,1045,0,0,1045,1,0,1,0,3,1,TA,6,Typ,0,none,Detchd,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,none,0,3,2006,WD,Normal,120000
1266,20,RL,0,21695,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,WdSdng,Plywood,BrkFace,260,Gd,Gd,CBlock,Gd,TA,No,GLQ,808.0,Unf,0,72,880.0,GasA,Ex,Y,SBrkr,1680,0,0,1680,1,0,2,0,3,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,540,TA,TA,Y,292,44,0,182,0,0,none,0,12,2009,WD,Normal,222000
1267,190,RL,70,7000,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,2fmCon,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,953.0,Unf,0,72,1025.0,GasA,TA,Y,SBrkr,1025,0,0,1025,1,0,1,0,3,1,TA,6,Typ,0,none,none,none,0,0,none,none,Y,96,80,0,0,0,0,none,0,3,2006,WD,Normal,124000
1268,50,RM,75,9000,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,WdShing,WdShng,BrkFace,162,TA,TA,CBlock,TA,TA,No,ALQ,330.0,Unf,0,821,1151.0,GasA,Gd,Y,FuseA,1151,804,0,1955,0,0,2,0,4,1,TA,7,Typ,0,none,Attchd,Fin,1,356,TA,TA,Y,0,0,0,0,0,0,none,0,1,2008,WD,Normal,165500
1269,80,RL,60,8400,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,32,TA,TA,PConc,Gd,TA,No,GLQ,284.0,Unf,0,100,384.0,GasA,Gd,Y,SBrkr,958,670,0,1628,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,390,TA,TA,Y,48,72,0,0,0,0,none,490,6,2009,WD,Normal,189000
1270,60,RL,78,12011,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530,Gd,TA,PConc,Gd,TA,Av,GLQ,956.0,Unf,0,130,1086.0,GasA,Ex,Y,SBrkr,1086,838,0,1924,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,592,TA,TA,Y,208,75,0,0,374,0,none,0,6,2006,WD,Normal,280000
1271,20,A(agr),125,31250,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Artery,Norm,1Fam,1Story,1,3,1951,1951,Gable,CompShg,CBlock,VinylSd,None,0,TA,Fa,CBlock,none,none,none,none,0.0,none,0,0,0.0,GasA,TA,Y,FuseA,1600,0,0,1600,0,0,1,1,3,1,TA,6,Mod,0,none,Attchd,Unf,1,270,Fa,TA,N,0,0,135,0,0,0,none,0,5,2006,WD,Normal,81500
1272,20,RL,90,11988,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,777.0,Unf,0,467,1244.0,GasA,Ex,Y,FuseA,1244,0,0,1244,0,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,Unf,1,336,TA,TA,Y,0,40,0,0,0,0,none,0,5,2007,WD,Normal,150000
1273,60,FV,0,7500,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Somerst,RRNn,Norm,1Fam,2Story,8,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1058,1058.0,GasA,Ex,Y,SBrkr,1058,816,0,1874,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,588,TA,TA,Y,0,134,0,0,0,0,none,0,3,2009,WD,Normal,220000
1274,20,RL,44,10751,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,44,TA,TA,CBlock,Fa,TA,Gd,ALQ,787.0,Unf,0,250,1037.0,GasA,TA,Y,SBrkr,1037,0,0,1037,1,0,1,0,2,1,TA,5,Typ,0,none,Attchd,RFn,2,431,TA,TA,Y,136,47,0,0,0,0,none,0,8,2007,WD,Normal,129000
1275,20,RL,75,11750,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,204,Gd,TA,PConc,Gd,TA,Mn,GLQ,20.0,Unf,0,1526,1546.0,GasA,Ex,Y,SBrkr,1546,0,0,1546,0,0,2,0,3,1,Gd,7,Typ,0,none,Attchd,RFn,3,796,TA,TA,Y,144,42,0,0,0,0,none,0,6,2007,WD,Normal,217000
1276,60,RL,93,12090,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,650,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1141,1141.0,GasA,Gd,Y,SBrkr,1165,1098,0,2263,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,Fin,2,420,TA,TA,Y,144,123,0,0,0,0,none,0,7,2006,WD,Abnorml,258000
1277,20,RL,70,7700,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,LwQ,138.0,Rec,468,276,882.0,GasA,TA,Y,SBrkr,882,0,0,882,1,0,1,0,3,1,TA,5,Typ,0,none,Detchd,Unf,2,461,TA,TA,Y,96,0,0,0,0,0,MnPrv,0,3,2007,WD,Normal,112500
1278,20,RL,60,11100,Pave,none,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,2006,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,none,none,none,none,0.0,none,0,0,0.0,GasA,Ex,Y,SBrkr,930,0,0,930,0,0,1,0,2,1,Gd,6,Typ,0,none,Detchd,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,none,0,4,2010,WD,Abnorml,84900
1279,30,RM,60,6180,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,Gable,CompShg,WdSdng,WdSdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,960,960.0,GasA,TA,N,SBrkr,986,0,0,986,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,1,180,TA,TA,Y,0,128,0,0,0,0,none,0,5,2007,WD,Normal,102000
1280,20,RL,0,6173,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,WdSdng,BrkFace,75,TA,TA,CBlock,TA,TA,No,GLQ,599.0,Unf,0,277,876.0,GasA,TA,Y,SBrkr,902,0,0,902,0,0,1,0,3,1,TA,6,Typ,0,none,Attchd,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,MnPrv,0,8,2007,WD,Normal,125500
1281,80,RL,0,13607,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,6,6,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,242,TA,Gd,CBlock,TA,TA,No,ALQ,454.0,Unf,0,118,572.0,GasA,Gd,Y,SBrkr,1182,800,0,1982,1,0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,Fin,2,501,TA,TA,Y,400,112,0,0,0,0,none,1500,4,2009,WD,Normal,208000
1282,20,RL,110,14333,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518.0,Unf,0,590,2108.0,GasA,Ex,Y,SBrkr,2122,0,0,2122,1,0,2,1,2,1,Gd,7,Typ,1,Ex,Attchd,Fin,3,938,TA,TA,Y,130,142,0,0,0,0,none,0,11,2007,New,Partial,345474
1283,60,RL,79,9462,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,6,1949,1973,Gable,CompShg,WdSdng,WdSdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,704,704.0,GasA,Gd,Y,FuseA,1024,704,0,1728,0,0,1,1,3,1,TA,7,Min1,1,Gd,Attchd,Unf,1,234,TA,TA,Y,245,60,0,0,0,0,MnPrv,0,7,2006,WD,Normal,137000
1284,80,RL,0,12328,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335,TA,TA,CBlock,TA,TA,Av,GLQ,539.0,Unf,0,473,1012.0,GasA,TA,Y,SBrkr,1034,0,0,1034,1,0,1,0,3,1,TA,6,Typ,0,none,Attchd,Unf,3,888,TA,TA,Y,0,0,0,0,0,0,none,0,5,2010,WD,Normal,169900
1285,60,RL,0,9240,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,396,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1055,1055.0,GasA,Ex,Y,SBrkr,1055,1208,0,2263,0,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,Fin,2,905,TA,TA,Y,0,45,0,0,189,0,none,0,9,2008,WD,Normal,287000
1286,50,RL,66,21780,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,5,1920,1950,Gable,CompShg,WdSdng,WdShng,None,0,TA,TA,PConc,TA,Fa,No,Unf,0.0,Unf,0,817,817.0,GasA,Gd,Y,FuseF,940,610,0,1550,0,0,1,1,3,1,TA,7,Min2,1,TA,Detchd,Unf,1,318,TA,TA,P,0,0,429,0,0,0,MnPrv,0,9,2006,WD,Normal,195000
1287,20,RL,0,7917,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174,TA,Gd,CBlock,TA,Gd,No,BLQ,751.0,Unf,0,392,1143.0,GasA,TA,Y,SBrkr,1113,0,0,1113,1,0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,RFn,1,504,TA,Gd,Y,370,30,0,0,0,0,GdPrv,0,5,2007,WD,Normal,148000
1288,50,RM,50,5000,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,1941,2006,Gable,CompShg,WdSdng,WdSdng,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,600.0,Unf,0,72,672.0,GasA,Ex,Y,SBrkr,832,378,0,1210,0,0,1,0,3,1,Gd,6,Typ,0,none,Detchd,Unf,1,240,TA,TA,P,0,0,0,0,0,0,none,0,5,2008,WD,Normal,124000
1289,20,RL,85,12633,Pave,none,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,Stone,290,Ex,TA,PConc,Ex,TA,Gd,GLQ,1640.0,Unf,0,338,1978.0,GasA,Ex,Y,SBrkr,1978,0,0,1978,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,920,TA,TA,Y,308,52,0,0,0,0,none,0,5,2009,WD,Normal,425000
1290,60,RL,75,9473,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,none,0,Gd,TA,PConc,Gd,TA,No,GLQ,804.0,Unf,0,324,1128.0,GasA,Ex,Y,SBrkr,1128,903,0,2031,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,577,TA,TA,Y,0,211,0,0,0,0,none,0,3,2008,WD,Normal,237000
1291,50,RL,60,10410,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,1313,1313.0,GasA,TA,Y,SBrkr,1313,0,1064,2377,0,0,2,0,3,1,Gd,8,Min2,1,TA,Detchd,Unf,2,528,TA,TA,Y,0,0,432,0,0,0,none,0,6,2009,WD,Normal,142900
1292,160,RM,24,1300,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,285.0,Unf,0,276,561.0,GasA,TA,Y,SBrkr,561,668,0,1229,0,0,1,1,2,1,TA,5,Typ,1,TA,Attchd,Fin,2,462,TA,TA,Y,150,0,0,0,0,0,GdPrv,0,5,2009,WD,Normal,124000
1293,60,RL,94,13005,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278,Gd,TA,CBlock,Gd,TA,No,GLQ,692.0,Unf,0,153,845.0,GasA,TA,Y,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,Ex,10,Typ,1,TA,Attchd,RFn,2,484,TA,TA,Y,288,195,0,0,0,0,GdPrv,0,8,2009,WD,Normal,260000
1294,160,FV,40,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,612,612.0,GasA,Ex,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,none,Detchd,RFn,2,528,TA,TA,Y,0,234,0,0,0,0,none,0,6,2009,New,Partial,164500
1295,20,RL,80,12000,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,7,6,1980,1980,Hip,CompShg,VinylSd,MetalSd,BrkFace,600,Gd,TA,CBlock,Gd,TA,No,GLQ,1732.0,Unf,0,270,2002.0,GasA,Ex,Y,SBrkr,2362,0,0,2362,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,RFn,2,546,Gd,TA,Y,180,16,0,0,0,0,none,0,3,2007,WD,Normal,255000
1296,20,RL,0,15611,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Av,ALQ,767.0,LwQ,93,266,1126.0,GasA,TA,Y,SBrkr,1126,0,0,1126,0,1,2,0,3,1,Ex,6,Typ,0,none,Attchd,RFn,2,540,TA,TA,Y,180,0,0,0,0,0,none,0,3,2008,WD,Abnorml,175000
1297,20,RL,77,11422,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,352,Gd,TA,PConc,Ex,TA,Av,GLQ,1359.0,Unf,0,479,1838.0,GasA,Ex,Y,SBrkr,1838,0,0,1838,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,RFn,2,524,TA,TA,Y,154,222,0,0,0,0,none,0,4,2009,WD,Normal,272500
1298,85,RL,0,9101,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104,TA,Gd,PConc,Gd,TA,Av,GLQ,1097.0,Unf,0,0,1097.0,GasA,Ex,Y,SBrkr,1110,0,0,1110,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,Fin,2,602,TA,TA,Y,303,30,0,0,0,0,none,0,7,2009,WD,Normal,165500
1299,160,RM,21,1680,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,281,TA,TA,CBlock,TA,TA,No,BLQ,317.0,Unf,0,355,672.0,GasA,Gd,Y,SBrkr,672,546,0,1218,0,1,1,1,3,1,TA,7,Typ,0,none,Detchd,Unf,1,264,TA,TA,Y,0,28,0,0,0,0,none,0,5,2006,WD,Normal,118000
1300,30,RM,60,8520,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1923,2006,Gable,CompShg,WdSdng,WdSdng,None,0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,968,968.0,GasA,TA,Y,SBrkr,968,0,0,968,0,0,1,0,2,1,TA,5,Typ,0,none,Detchd,Unf,2,480,Fa,TA,N,0,0,184,0,0,0,none,0,7,2007,WD,Normal,100000
1301,80,RL,78,12090,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0,585,585.0,GasA,Ex,Y,SBrkr,1140,728,0,1868,0,0,3,1,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,477,TA,TA,Y,268,112,0,0,147,0,none,0,1,2007,WD,Abnorml,178000
1302,190,RL,60,9873,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160,TA,TA,CBlock,TA,TA,Av,ALQ,789.0,Unf,0,171,960.0,GasW,TA,N,SBrkr,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,none,Detchd,Unf,2,576,TA,TA,Y,0,288,0,0,0,0,none,0,5,2006,WD,Normal,129000
1303,20,RL,68,9450,Pave,none,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,LwQ,552.0,Unf,0,342,894.0,GasA,Ex,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,0,none,Detchd,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,none,0,5,2007,WD,Abnorml,110000
1304,30,RL,0,25339,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1918,2007,Gable,CompShg,WdSdng,WdSdng,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0,816,816.0,GasA,Ex,Y,SBrkr,1416,0,0,1416,0,0,2,0,3,1,Gd,7,Typ,0,none,Attchd,Unf,2,576,TA,TA,N,0,0,112,0,0,0,none,0,8,2007,WD,Normal,112000
1305,90,RL,64,7040,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,BrkFace,216,TA,TA,CBlock,Gd,TA,Av,GLQ,1094.0,Unf,0,0,1094.0,GasA,TA,Y,SBrkr,1229,0,0,1229,2,0,0,2,2,2,Gd,6,Typ,2,TA,Detchd,Unf,2,672,TA,TA,Y,120,0,0,0,0,0,none,0,6,2009,WD,Alloca,148325
1306,60,RL,75,8778,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1302,1302.0,GasA,Ex,Y,SBrkr,1302,528,0,1830,0,0,2,1,3,1,Gd,7,Typ,0,none,BuiltIn,RFn,3,859,TA,TA,Y,0,40,0,0,0,0,none,0,3,2007,WD,Normal,221300
1307,60,RL,79,12798,Pave,none,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Gd,GLQ,462.0,Unf,0,154,616.0,GasA,Gd,Y,SBrkr,616,1072,0,1688,1,0,2,1,4,1,Gd,8,Typ,0,none,Attchd,RFn,2,603,TA,TA,Y,403,114,185,0,0,0,none,400,5,2008,WD,Normal,200000
1308,80,RL,88,15312,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,WdSdng,WdSdng,BrkFace,54,TA,TA,CBlock,TA,TA,Av,BLQ,588.0,Unf,0,550,1138.0,GasA,Ex,Y,SBrkr,1138,0,0,1138,0,1,1,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,480,TA,TA,Y,0,0,0,0,140,0,MnPrv,0,3,2009,COD,Normal,148000
1309,20,RL,59,10936,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,1510,1510.0,GasA,Ex,Y,SBrkr,1525,0,0,1525,0,0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,534,TA,TA,Y,100,18,0,0,0,0,none,0,4,2007,New,Partial,206580
1310,75,RM,75,13500,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,WdSdng,WdSdng,None,0,Ex,Ex,BrkTil,TA,TA,No,Unf,0.0,Unf,0,1237,1237.0,GasA,Gd,Y,SBrkr,1521,1254,0,2775,0,0,3,1,3,1,Gd,9,Typ,1,Gd,Detchd,Unf,2,880,Gd,TA,Y,105,502,0,0,0,0,none,0,7,2008,WD,Normal,325000
1311,20,RL,0,11677,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,442,TA,TA,CBlock,TA,TA,Av,Rec,249.0,BLQ,761,30,1040.0,GasA,TA,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,TA,6,Typ,0,none,Attchd,RFn,1,264,TA,TA,Y,0,90,0,0,0,0,MnPrv,0,2,2007,WD,Normal,123000
1312,60,RL,120,15611,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,1079,1079.0,GasA,Ex,Y,SBrkr,1079,840,0,1919,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,2,685,Gd,TA,Y,0,51,0,0,0,0,none,0,7,2006,New,Partial,233230
1313,20,RL,114,14803,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,BrkFace,816,Ex,TA,PConc,Ex,TA,Av,GLQ,1636.0,Unf,0,442,2078.0,GasA,Ex,Y,SBrkr,2084,0,0,2084,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,1220,TA,TA,Y,188,45,0,0,0,0,none,0,6,2008,New,Partial,385000
1314,60,FV,65,8125,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,756,756.0,GasA,Ex,Y,SBrkr,756,797,0,1553,0,0,2,1,3,1,Gd,6,Typ,0,none,Attchd,RFn,2,615,TA,TA,Y,0,45,0,0,0,0,none,0,3,2006,New,Partial,186500
1315,20,RL,0,31220,Pave,none,IR1,Bnk,NoSewr,FR2,Gtl,Gilbert,Feedr,Norm,1Fam,1Story,6,2,1952,1952,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,1632,1632.0,GasA,TA,Y,FuseA,1474,0,0,1474,0,0,1,0,3,1,TA,7,Min2,2,Gd,Attchd,Unf,2,495,TA,TA,Y,0,0,144,0,0,0,none,750,5,2008,WD,Normal,115000
