tweet_id,airline,text,sentiment_groundtruth,tweet_created
569910536755748860,United,@United has two whole people trying to schedule a flight's worth of missed connections. Shameful http://t.co/6kqLhVaP7G,negative,2015-02-23
567807375667912700,Delta,@jetblue any idea where the plane for flight 672 is coming from? I thought flight 305 from JFK but that wouldn't explain delay.,negative,2015-02-17
569704219315318800,American,@AmericanAir Thanks for your canned response that makes it look like you care about your customers. I'm sure all Twitter users fall for it..,negative,2015-02-22
569963097055604740,Southwest,@SouthwestAir Feeling very frustrated that I bought WIFI onboard and can't load an email.,negative,2015-02-23
569368352868556800,US Airways,@USAirways ok thank you! Very helpful! This is why you're my favorite airline!,positive,2015-02-21
569192902922006500,United,@united it's my 21st birthday and my sister is coming to celebrate but her flights keep Cancelled Flighting PLZ do all you can to get her here!!!!,negative,2015-02-21
569963645402099700,United,@United blocked me from DM'ing them because they would rather I complain about them in a public forum,negative,2015-02-23
569366479008862200,Delta,@JetBlue @dgruber1700  oh wow and I'm complaining about two hour on the run way shucks JetBlue NOT GOOD your service was better than this,negative,2015-02-21
568162673981943800,US Airways,@USAirways started trying to reach a real person over an hour ago still no luck,negative,2015-02-18
569984162377003e3,US Airways,@USAirways no I am trying to get on a plane from Phx to RNO and the gate is saying the flight was downgraded.,negative,2015-02-23
570289584061480960,Virgin America,@VirginAmerica This is such a great deal! Already thinking about my 2nd trip to @Australia &amp; I haven't even gone on my 1st trip yet! ;p,positive,2015-02-24
569801303204851700,United,@united please stop spending mktg $ on branding ads. Use savings to improve #cxp. 1hr wait for luggage due to short staff is unacceptable,negative,2015-02-23
568273310347165700,US Airways,@USAirways Will do :),positive,2015-02-18
568606238428270600,US Airways,"@USAirways ruined our honeymoon by causing us to miss our international flight, and now we are stranded.",negative,2015-02-19
569166753101684740,Southwest,@SouthwestAir On hold waiting to make special accommodations for my mom who is traveling 1 hour and 24 minutes on hold.  Unacceptable!,negative,2015-02-21
569966215621247e3,Delta,@JetBlue you really should be more proactive with passengers when you know the entertainment system isn't working. At least let me get a mag,negative,2015-02-23
569619205298855940,United,@united the costumer services here at Denver Intl Airport is ridiculous bad!,negative,2015-02-22
567858957546561540,US Airways,@USAirways sits on a throne of lies,negative,2015-02-17
570105441688158200,United,@united But they are not... lady one phone says its in tel aviv. Tel Aviv united says its in Newark. No one knows and I have nothing...,negative,2015-02-23
569279106086522900,US Airways,@USAirways will you fly me to somewhere warm? I'm tired of this snow! :(,negative,2015-02-21
570158980611350500,American,@AmericanAir We all did! Skipper's walk-around too :(,negative,2015-02-24
569175432702107650,Southwest,"@SouthwestAir flight 3970, bna-rdu had the most excellent crew today",positive,2015-02-21
569942616617447400,Southwest,@SouthwestAir this is not a fair set up. I payed for a full seat. I should get access to a full seat. http://t.co/SbA0ARicyq,negative,2015-02-23
570054574389788700,United,@united Calls to 800# resulted in 2hrs of hold time &amp; 2day wait to check suspect code share fare. Nothing investigated—my time wasted (2/2),negative,2015-02-23
57006492755089e4,American,@AmericanAir airport and 2 extra nights for hotels and not once have I heard of anything from your embarrassing airline saying that you will,negative,2015-02-23
569437674257276900,US Airways,@USAirways on hold now over 2 hrs on one phone hung on 5 x on another? How do you reach a person? No weather condition makes this excusable!,negative,2015-02-22
568126461477068800,Delta,"@JetBlue I may not make my connection and need to find out my options, yet no one is here.",negative,2015-02-18
568785393358905340,US Airways,@USAirways now the plane is 100 degrees and we are burning up. This is completely illegal.,negative,2015-02-20
570000158454353900,US Airways,"@USAirways I asked if that was SOP, and they said “It is now.” But yet the other 11 flights, nothing. Is this a policy or not?",negative,2015-02-23
5.6974868781284557e+17,United,@united that's why I blame your company. Because it had every opportunity to do a job and managed to fail each time for just lazy reasons,negative,2015-02-22
570215234088116200,US Airways,@USAirways 1729 connecting in charlotte to houston. Mechanical issue determined while q'd to take off. And we checked our bags.,negative,2015-02-24
568796551394549760,US Airways,@USAirways I respect the stress of a merger but one rep to reschedule/replane 15 ppl who are already Late Flight? #youcandobetter,negative,2015-02-20
570305363859406850,Delta,@JetBlue everyone is here but our pilots are no where to be found and my last flight the plane was dirty that I had to clean my area &amp; seat!,negative,2015-02-24
569979566279626750,United,"@united I'm saying I made the flight but with poor/non-communication, unaccounted for lost time &amp; lots of frustrated flyers standing around",negative,2015-02-23
569971949440524300,Southwest,@SouthwestAir LUV! your new Luv Television Commercials. Traveled on your airline last year return trip from NYC...#feltthelove,positive,2015-02-23
568524265663803400,Southwest,@SouthwestAir I tried again with your in-flight wifi #fail,negative,2015-02-19
568922616800657400,United,@united Gate Agent Alavera is amazing,positive,2015-02-20
569741306190172160,United,@united Ph the pat answers are BS. After I was denied boarding it sat at the gate until 9:05! Your employees totally suck.,negative,2015-02-22
569631648674766850,American,@AmericanAir @SentieriMelinda Any updates? It shouldn't take hours for assistance. I love @SouthwestAir,negative,2015-02-22
568844772191940600,United,@united Why can I only apply one travel certificate per itinerary even when I have multiple flights?,negative,2015-02-20
569627079458865150,US Airways,@USAirways No flights out of Philly because of system wide tech issue.   @CBSPhilly,negative,2015-02-22
5.6875166989226803e+17,US Airways,@USAirways gonna miss connecting flight.. Delayed flying out of Boston,negative,2015-02-20
569709452594524160,United,@united the delay is due to customer service for 20 people?  What about the DIS-SERVICE you provided for 100+?  #FlightFail #Hour20Delay,negative,2015-02-22
567874892634304500,Southwest,@SouthwestAir all good now. Going to make it to Boston on time. I'm actually on your wifi right now,positive,2015-02-17
567882458357714940,United,"@united 12/13EWR-LAX UA1151 my seat/armrest broken discover after takeoff. flight full.FA filed report, who to chat with for partial refund?",negative,2015-02-17
568223557806915600,United,@united Please stall flight 1535 out of ORD. I have to get to SNA tonight.,negative,2015-02-18
569975659730051100,American,@AmericanAir already shared with them. Nothing done!,negative,2015-02-23
569848857498161150,American,"@AmericanAir ok, I just received an email with my registration from your team. Thanks a lot",positive,2015-02-23
570293957739081700,United,"@United the internet is a great thing.  I am emailing executives in your company, maybe they will respond to me in a timely manner.",negative,2015-02-24
568170929639059460,Southwest,@SouthwestAir awesome. thank you!,positive,2015-02-18
569977907222880260,Southwest,@SouthwestAir 3 hours and 80 degree difference. Yes please!!  MHT TO MCO @sadie4406 http://t.co/MRAW3qDw4D,positive,2015-02-23
567834498655604740,United,"@United: I feel very well informed. yes, the flight is indeed delayed. Thank you. http://t.co/FuCHZRZjg5",negative,2015-02-17
568779311261622300,US Airways,"@USAirways that the flight was delayed &amp; closed the doors only to tell us we would not be leaving for an hour and a half. Bad, bad service",negative,2015-02-20
569701210120450050,American,@AmericanAir on top of that my online record was unavailable as well and then couldn't get anyone on the phone.,negative,2015-02-22
569630050972143600,United,@united you guys are complete ass,negative,2015-02-22
568790015142178800,US Airways,@USAirways I've been standing on a very crowded bus for the past 30 mins for DCA-PIT. HELP! @AmericanAir http://t.co/jasKYPLWt5,negative,2015-02-20
569660558112239600,American,@AmericanAir I have not. There's no option for even getting a call back!,negative,2015-02-22
5.6839797611001037e+17,Southwest,"I appreciate the reply. RT @SouthwestAir: @luxclark We’re so sorry to keep you waiting, Laura. An Agent will be with you shortly...^CB",positive,2015-02-19
5.6994451413736243e+17,US Airways,"@USAirways US 728 then lost ground power three different times. Not only grounded endlessly; now without air, lights, entertainment.",negative,2015-02-23
568480213123919900,US Airways,@USAirways @americanair I feel sorry for AA,negative,2015-02-19
569838692220543e3,United,@united well for a start it would be nice if your ticket was actually in the system when you change a flight,negative,2015-02-23
569939301301153800,US Airways,"@usairways really need help asap, so please make it quick. Thx.",negative,2015-02-23
569083230361673700,Virgin America,"@VirginAmerica - the passenger in 7D, Flt 338 that assaulted me shouldn't have flown. I trust he's banned. Crew filed report to @FAANews",negative,2015-02-21
570190931321757700,US Airways,@USAirways I've been on hold for 41min. Just trying to change my reservation.,negative,2015-02-24
569222494952886300,Virgin America,@VirginAmerica when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love! http://t.co/enIQg0buzj,positive,2015-02-21
568049201453469700,Southwest,@SouthwestAir I couldn't fly you today &amp; it made the trip harder + had to pay for my checked bag. #DevotedyYours but for today. :(,negative,2015-02-18
568505918540750850,US Airways,@USAirways not moving we are in the tarmac delayed for some unknown reason. I'll keep you posted,negative,2015-02-19
567779193342423040,US Airways,@USAirways great job communicating to the passengers! Flight 1855 doesn't exist anymore? http://t.co/hLZaHXkdSn,negative,2015-02-17
570269172774649860,United,@united wont transfer flight ticket to accompany an 11 yr old who's active military mom had to have emergency brain surgery? WOW!!,negative,2015-02-24
568911350656675840,Virgin America,@VirginAmerica your inflight team makes the experience #amazing!,positive,2015-02-20
569703263467126800,American,@AmericanAir better do the right thing and take care of @Cowboycerrone or els you're losing business!!!!,negative,2015-02-22
569242715759779840,Southwest,"@SouthwestAir, sev ppl im my office received an apology and 2k. FF miles for this delay, only apologize to select ppl? I got nothing..",negative,2015-02-21
568155066668060700,Delta,"@JetBlue I cheated on you, and I'm sorry. I'll never do it again. @SouthwestAir has given my wife and I the worst start to a honeymoon ever",negative,2015-02-18
569986783024431100,Southwest,@SouthwestAir thinks that a $100 voucher makes up for spending 4 hrs on a plane and landing at the same airport we took off from. Really?,negative,2015-02-23
570250940290342900,American,@AmericanAir hi we have lost and found solution we want to offer for free to assist with contacting people when items are found,negative,2015-02-24
570267902726803460,American,@AmericanAir The issue is the lack of consideration of an announcement made so Late Flight when the gate agent had been there for over an hour.,negative,2015-02-24
569595899204255740,American,"@AmericanAir seems like queue times are very high, in Q waiting for an agent 4 almost  an hour.Flight got Cancelled Flightled. http://t.co/sDm2wvR3zr",negative,2015-02-22
5.6954487380998963e+17,United,@united finally got through and they were very helpful. Appreciate it!,positive,2015-02-22
569700696624246800,American,"@AmericanAir LTALJX, from DCA to OMA this morning. All of the staff that helped me fix my problem were so helpful. #goodthingscome #thanks",positive,2015-02-22
568575202713583600,Southwest,@SouthwestAir why do you charge so much moving from a full flight to an earlier flight with seats available?  doesn't make sense to me.,negative,2015-02-19
569940462678749200,US Airways,"@USAirways what's the deal with flight 5268 from DCA to PHL? We boarded on time, left the gate a few mins Late Flight and are now sat on Tarmac?",negative,2015-02-23
568825791644966900,United,@united obviously no one knows a darn thing around here.  What are we to do if this does not get resolved? http://t.co/Ph8QJzaPKx,negative,2015-02-20
569563148472225800,US Airways,"@USAirways stuck on Tarmac for 30 mins at PHL waiting for someone to load baggage,ridiculous http://t.co/BRCsjBxG2s",negative,2015-02-22
569745801121009660,American,"@AmericanAir - for the past 5.5 hours, call volume is so high that no one can take my call to Cancelled Flight my itinerary? #YoureDoingItWrong 1/2",negative,2015-02-22
568156672365092860,Delta,@JetBlue I'm trying to add my 2012 flights to my Badges account but i don't see an option. Help plz?,negative,2015-02-18
568629791869394940,Southwest,"@SouthwestAir my sinuses had to contend with two painful landings rather than one, and we missed a preregistration window. Beyond frustrated",negative,2015-02-19
570279653337927700,American,"@AmericanAir ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN",positive,2015-02-24
569566511184125950,Delta,@jetblue  Flight 1562 is still waiting for bags. Most of us checked in 12 hours ago. People are missing connections.  Please help!,negative,2015-02-22
568439171028791300,Southwest,@SouthwestAir I paid for inflight wifi only for it not to work. Download speed was 0.21mbps &amp; I ended up watching the free TV instead.,negative,2015-02-19
569674205920411650,American,@AmericanAir My wife &amp; infant daughter are on AA3195 ABI-DFW. En route but delayed. Can y’all hold AA1458 to RDU so they can connect?,negative,2015-02-22
567778721474822140,Southwest,@SouthwestAir Nashville airport has runways open. It appears southwest is only airline Cancelled Flighting flights. Is this likely to change?,negative,2015-02-17
56778491201169e4,Southwest,@SouthwestAir Thank you - hung up after 1hr 7min on hold. Would you like me to DM you contact info?,negative,2015-02-17
569759131143262200,US Airways,"@USAirways Please don't trivialize me.  This is a joke, not a slow day or slow experience",negative,2015-02-22
5.6967280771546317e+17,American,@AmericanAir my flight I have reserved for tomorrow has been Cancelled Flightled. Can I Cancelled Flight my reservation and get a full refund?,negative,2015-02-22
569261791928315900,United,@united just filled it out. Hope someone responds before we book our next trip.,negative,2015-02-21
567880416201293800,US Airways,@USAirways @husainhaqqani Mr. Husain u shld protest as well when one of ur party member Rehman Malik delayed a PIA flight for hours..???,negative,2015-02-17
569595399557685250,American,".@AmericanAir nice 2 know. I paid 4 a seat. Then you sold my seat. now I bought a 3rd seat. It's a good scam, but a scam all the same.",negative,2015-02-22
569273375954243600,Southwest,@SouthwestAir I had to switch airlines and eat the difference (which was not insubstantial) and Cancelled Flight all plans for sat &amp; sun :(,negative,2015-02-21
567722664597286900,Southwest,@SouthwestAir has the WORST customer service of any airline I've ever flown.,negative,2015-02-17
5.6962638994465997e+17,Southwest,@SouthwestAir we've been at the gate a long time. We're gonna miss our connection at MDW. Ack! http://t.co/qRXvZFrD1Z,negative,2015-02-22
569732365968404500,American,@AmericanAir sounding like they just got bitch-slapped by @juliasinton948,negative,2015-02-22
568430087298801660,Delta,@JetBlue @ZKatcher @bretharold does it look like to we talked to customer service? http://t.co/vYUAnh4Iqr,negative,2015-02-19
569698892528222200,Southwest,@SouthwestAir me again! I was just trying to rebook fare on wanna get away pricing and it disappeared in time I refreshed. Is this normal?,negative,2015-02-22
569638240233390100,American,"@AmericanAir 11 out of 11 delayed flights, you suck and getting worse",negative,2015-02-22
569191845219209200,US Airways,@USAirways I'm trying to Cancelled Flight my flight within the 24hr window but have been on hold for over an hour. Is there an alternate # I can dial?,negative,2015-02-21
567745016702181400,United,@united Miserable trip ... lost bag Sat... found Mon... lost again... shipping 2nd day ground Tues... might have it for return flight home,negative,2015-02-17
569878117583622140,US Airways,@USAirways Thanks for the information!,positive,2015-02-23
569911555967442940,Southwest,@SouthwestAir yep. 99.99999999% certain it was on that flight.,negative,2015-02-23
569124893477842940,US Airways,"@USAirways your checkin at @PHLAirport is a #shitshow, and the agent behind the counter who tried to send me to the wrong destination=rude!",negative,2015-02-21
569892199690678300,Virgin America,@VirginAmerica why must a traveler miss a flight to Late Flight check a bag?  I missed my morning appointments and you lost my business. #sfo2lax,negative,2015-02-23
569960311022850050,United,"@united Arriving 25 minutes early is nice, but not if equipment isn't ready. Waiting 30 minutes for luggage, so far. Time gains wiped out.",negative,2015-02-23
57022955774097e4,American,"@AmericanAir thanks for the recommendation. We've been sitting here for 45 minutes, last update was 35 min ago.",positive,2015-02-24
567768224607911940,US Airways,@USAirways @Jack_Kairys your site clearly explains we are allowed a carry on. This was allowed at PIT but not BOS. How does that make sense?,negative,2015-02-17
569258359670644740,Southwest,@SouthwestAir the ball has been dropped. My snowboard will not be making it to my destination. #totalfail #letdown,negative,2015-02-21
567759344360783900,US Airways,@USAirways this is the aforementioned pilot. @AmericanAir sure you want to merge with these patron hitting hoodlums? http://t.co/C24cEfa9pl,negative,2015-02-17
569794574966591500,American,@AmericanAir hey I got a call saying our flight was rescheduled but I can't get through to anyone to see if you're providing a hotel for the,negative,2015-02-23
569987608912142340,Delta,@JetBlue once again my flight is delayed. I hope I dont miss my  connecting. Please don't fuck me... I have a girlfriend -_-,negative,2015-02-23
569223862941929500,Southwest,@SouthwestAir y'all are fast we already have our 5 winners! Congrats!!,positive,2015-02-21
569961302338072600,American,@AmericanAir Thank you!!!! I will be there to pick her up on time.,positive,2015-02-23
570046633418891260,American,@AmericanAir I was suppose to be in FL 4 hours ago. And I'm not. I've been waiting for hours this is just ridiculous,negative,2015-02-23
569916731595972600,United,@united How do I get reimbursed for hotel and taxis for the Cancelled Flightation?,negative,2015-02-23
569144026084962300,US Airways,"@USAirways check in at St. Louis is so rude, even the TSA is nicer than them.",negative,2015-02-21
569346721173655550,US Airways,@USAirways 2 hours and counting waiting to get into a gate in Philadelphia. Just icing on the cake for a miserable flight experience,negative,2015-02-21
567800315093979140,US Airways,"@USAirways I have now called 12 times in the last three days. That's unacceptable. I'm willing to wait on hold, but that's not an option.",negative,2015-02-17
568107816923340800,Delta,@JetBlue you wanna help out? How about you reimburse the money you cause my band to lose.,negative,2015-02-18
569125697530101760,Delta,"@JetBlue Even though this flight #226 didn't have much needed hot beverages 4 us NY-ers, the landing was super smooth 👍👍 😊 #happytweet",positive,2015-02-21
568208413286477800,US Airways,@USAirways Ya'll need to work on your online checkout system. Two bank transactions for one ticket is bush league. Yell at your devs.,negative,2015-02-18
567972174398689300,Virgin America,@VirginAmerica Had to spend 5 hours worrying that items in carryon would be broken/stolen since I couldn't carry them on plane or lock bag.,negative,2015-02-18
569143946930196500,Southwest,@SouthwestAir thanks for the Cancelled Flightation today. Only airline that's Cancelled Flighted. Lost a customer today.,negative,2015-02-21
5.6779243368717517e+17,United,@united I travel a lot and I get it. You're still my fave but EWR to Cleveland w/40 min layover to connect to DC = our best option? Come on.,negative,2015-02-17
569608866138173440,United,@United Personal Device Entertainment system is great but with app crashing every 10/15 mins I'm glad it's free for now.,negative,2015-02-22
569338441172983800,United,@united please get me off this plane #UA57,negative,2015-02-21
570037613899481100,American,"@AmericanAir I have been checking consistently, and called multiple times. As a loyal AA customer, I'm disappointed.",negative,2015-02-23
569072664997802e3,US Airways,"@USAirways Oh yes, because I had loads of time running to my connecting flight after you delayed me for about 90 minutes...",negative,2015-02-21
568895061284364300,US Airways,"Is it insulting that @USAirways @AmericanAir offer a ""non required $50 voucher as a goodwill offering..At least my bag can fly round trip",negative,2015-02-20
568224469480833e3,United,@united how long will it take for miles that i re-purchased (they had expired) to show up? I recieved an email that the request had been..,negative,2015-02-18
5.6865578924776243e+17,United,Really? 9+hours???? @united: @JenniferWalshPR We don't like delays and do all we can to avoid them. We'll have you on your way ASAP,negative,2015-02-19
569598323621023740,US Airways,@USAirways customer service fail... Todays experience will ensure I do my best NEVER to utilize you again...,negative,2015-02-22
568491668858662900,Delta,"@JetBlue I want to add, my flight to Mexico was on Air Canada. Same exact situation, but with none of the problems I've had with Jet Blue.",negative,2015-02-19
569696666611261440,US Airways,@usairways @usair   idiots took our plane &amp; gave it to someone else. Fudgers!!!! Flight 799 from Philly to Orlando,negative,2015-02-22
568556238012678140,United,“@united: @SonyaSloanMD Happy to have had you on board. Please share details here: http://t.co/2TrgEMteBZ ^KP” Done!,positive,2015-02-19
568635173216133100,US Airways,@USAirways I will. Thank you for at least tweeting me back:) better than most. 👌,positive,2015-02-19
570181700036087800,American,@AmericanAir just wow Regina just told me I can't file or request a lost bag statement until I finish my travel.  So until I get to DC argg,negative,2015-02-24
570055898367799300,United,@united I'm very frustrated and have wasted 2 days now due to your equipment failures.,negative,2015-02-23
570198744907567100,American,@AmericanAir Thank you.,positive,2015-02-24
569591945816772600,Southwest,"@SouthwestAir BTW I was completely unable to buy wifi for my flight using Galaxy S4. Couldn't zoom out or scroll to touch ""Buy""",negative,2015-02-22
568577596172009500,United,@united flight 4841...3 gate changes on top of this.  Really hoping you can compensate with some points/mileage to my account!,negative,2015-02-19
569745375713558500,American,@AmericanAir you called back just to put me on hold. It's midnight. Literally just want to know how I'm getting home and I'm getting no help,negative,2015-02-22
5.6927593590572237e+17,Delta,"@JetBlue Thanks for the instant reply, and for still doing first bag free (so important)!",positive,2015-02-21
5.6892742784754483e+17,Delta,@JetBlue can you ask SLC checkin/bag drop if they found a dark blue/blackish fit bit flex? Would've lost it there around 445pm MT,negative,2015-02-20
569325844906115100,United,"@united Yeah, I tried that about 10 times for two different tickets, and it told me to ""Try again Late Flightr"".",negative,2015-02-21
567861901603901440,US Airways,@USAirways Commitment to excellence is 2b praised. Can get you to the wrong city 2 days Late Flight or the right one 3 days Late Flight. #customerservice,negative,2015-02-17
569644310045417500,Southwest,@SouthwestAir has a beautiful fleet. What a perfect evening to fly! http://t.co/XMZ3Tf9Ix8,positive,2015-02-22
570267902726803460,American,@AmericanAir The issue is the lack of consideration of an announcement made so Late Flight when the gate agent had been there for over an hour.,negative,2015-02-24
570281470507352060,American,@AmericanAir pretty lame response to a two paged single spaced letter http://t.co/aCebo6ELPa,negative,2015-02-24
568569646389067800,US Airways,"@USAirways @AskPayPal completed. If that's the case then why does it still say ""in progress"" on Paypal's website. I reserved on the 13th.",negative,2015-02-19
567857591222603800,Southwest,@SouthwestAir yeah they told me it would be on the next flight. I drove down and it wasnt. I just drove down for a second time and they were,negative,2015-02-17
568010412798509060,US Airways,@USAirways how about a phone # to talk to a real person?,negative,2015-02-18
5.6811101085648077e+17,US Airways,@USAirways yeah either by refunding my money or 2 free round trips to compensate for all the trouble we were put through.,negative,2015-02-18
569143454434926600,United,"@united if you're going to Cancelled Flight flights today, do everyone a favor and get on it now. Don't stall the inevitable.",negative,2015-02-21
569316673942990850,United,@united nope I gave up - maybe they'll deliver it,negative,2015-02-21
568070522908442600,US Airways,@USAirways thanks for crappy hotel with no food and a taxi bill followed by being on standby for your Cancelled Flightlation. #USAirways,negative,2015-02-18
568849007641911300,United,@united I booked and paid for a flight to get me to Denver at a specific time for a meeting. You failed... It wasn't caused by weather,negative,2015-02-20
5.6790515834620723e+17,Delta,"@JetBlue's #ValentinesDay email was on point &amp; so clever! Thanks for being amazing, #JetBlue! #loveisintheair http://t.co/DoCmvoTWTI",positive,2015-02-17
570061033253023740,US Airways,@USAirways you say to call travel agency and they say we cant refund because usairways didnt accept this.,negative,2015-02-23
568135421445546e3,US Airways,@USAirways turns into @AmericanAir with such difficulty to past loyal customer. As a AA platinum flyer usair couldn't be more unhelpful. Why,negative,2015-02-18
5.6846655033787597e+17,Southwest,@SouthwestAir surprise surprise more delays. Seems to be the norm.  Broken down equipment.,negative,2015-02-19
567763775751987200,Southwest,@SouthwestAir an entire flight of luggage missing at #dca.  Over an hour and nobody knows anything.,negative,2015-02-17
569332086345220100,United,"@united Not until tomorrow night. And the hotel voucher had higher rate than travelocity Not loving cost, but hard working staff",negative,2015-02-21
567736516420853760,US Airways,"@USAirways &amp; there are seats together, they just have fees. Seems if I'm taking a 5am flight the least you can do is wave the $10.",negative,2015-02-17
570242474750423040,US Airways,@USAirways I keep getting hung up on. PLEASE respond so I can book a ticket with you. I won't be able to buy one unless I speak to someone!,negative,2015-02-24
568784615877574660,Southwest,@SouthwestAir save mile to visit family in 2015 and this will impact how many times I can see my mother.  I planned and you change the rules,positive,2015-02-20
569683240828723200,Southwest,"@SouthwestAir first you had a good idea thatthis would happen and did not Cancelled Flight it earlier, then very amateurish that there was no plan.",negative,2015-02-22
569620438734807040,Southwest,@SouthwestAir just sent it,negative,2015-02-22
569336402401472500,United,@united Wife and I have two new destinations and I'm stuck in DC until Monday with no bags,negative,2015-02-21
569513703722393600,United,@united thank you,positive,2015-02-22
569083218554519550,US Airways,"@USAirways Umm, can you define 'extra time'?",negative,2015-02-21
569920723038416900,American,@AmericanAir now the second flight I was put on was Cancelled Flightled with no explanation!! Missed my first meeting!!#outraged😡😡,negative,2015-02-23
567726138223771650,US Airways,@USAirways your chairmans phone is down. what other number can i use?,negative,2015-02-17
568918313239064600,Southwest,@SouthwestAir @JulGood1 she was traveling with me the one that got miscommunicated with,negative,2015-02-20
569697809017864200,American,"@AmericanAir seriously, I do not want to wait 24 hours for a flight when I have to prepare for a family funeral.",negative,2015-02-22
5.6997250849928397e+17,Virgin America,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV,positive,2015-02-23
568416519073468400,Southwest,"@SouthwestAir aww thanks!! Other than that, love it!",positive,2015-02-19
569602860020850700,US Airways,"@USAirways  Flight 4454 aircraft at gate, but no crew?  Will be 2+ hours Late Flight to destination. Come on!",negative,2015-02-22
569249416462409700,United,@united not sure why u call it customer care.  Should be customer we don't care,negative,2015-02-21
568951601777512450,United,@united thank you for 7 hrs at terminal D in Dulles airport http://t.co/IG2dgctt2M,negative,2015-02-20
568724299873431550,Southwest,"@southwestair three flights with three  check in agents, not enough. #missedflight  back to Jet Blue",negative,2015-02-20
569625607476158460,American,".@AmericanAir: the best the agent could do is put me on a flight arriving tomorrow afternoon, with a six hour layover.",negative,2015-02-22
568226977070632960,US Airways,@USAirways Emailed them a week ago and still nothing...,negative,2015-02-18
570283824040382460,Southwest,@SouthwestAir round-trip tickets just arrived for our auction at the Post-Masters Invitational! Thanks Southwest! http://t.co/mRfBjtePef,positive,2015-02-24
568183137467043840,Southwest,@SouthwestAir thx - fingers crossed they are found.,positive,2015-02-18
570048275367079940,US Airways,@usairways I've been on hold for over an hour only b/c my CC miles aren't showing up. What a mediocre combo of cc &amp; airline #SwitchingBoth,negative,2015-02-23
568434065067491300,United,"@united I need you to get my cousin to PDX, she's on 2 days of travel now and we've had to hire other sitters til she arrives, thx for that",negative,2015-02-19
570193870769811460,American,@AmericanAir Requiring customers to fill out all the contact information each time seems designed to prevent or limit interaction.,negative,2015-02-24
569526894028197900,Delta,@JetBlue she waved someone behind me to step forward although I explained what happened and indicated my need to make my flight,negative,2015-02-22
569670407709544450,Delta,@JetBlue I've heard your new in flight tap to pay readers accept ONLY Apple Pay. I thought that was impossible &amp; certainly not EMV compliant,negative,2015-02-22
569715361660207100,US Airways,"@USAirways @AmericanAir have the most rude, unreliable, horrible company with equally rude, unreliable and horrible employees. Stay tuned.",negative,2015-02-22
569881379825164300,American,@AmericanAir how can I get travel question answered quickly... Online and calling not helping with this busy day,negative,2015-02-23
5.7030388975448883e+17,American,@AmericanAir I purchased Main Cabin XT for f-1571AUS. Flight was Cancelled Flightled and I was rescheduled on 1600 with regular seats. Credit?,negative,2015-02-24
568618050745864200,Southwest,@SouthwestAir Another delay. Wow,negative,2015-02-19
569637822929317900,US Airways,@USAirways @AmericanAir  nvm my bad it's been an hour and a half #thanks,negative,2015-02-22
569713993532600300,Southwest,.@SouthwestAir Thx for the follow up. Just sent DM,positive,2015-02-22
568648917551697900,United,@united WTF!?!? Delay after delay. 15 hours YVR to SAN? Unacceptable. Flight Crew Availability is to blame? NEVER AGAIN with @united,negative,2015-02-19
570020117284724740,American,@AmericanAir keep up the good work.  Got me to my destination safe and on time today,positive,2015-02-23
568469645843279900,US Airways,"@USAirways #success made flight , please thank the crew of 556 great time recovery",positive,2015-02-19
569134333166002200,US Airways,@USAirways how do I find an email address regarding reativation of dividend miles. Nothing on website,negative,2015-02-21
568440681531875300,Delta,@JetBlue Hey guys! Your Flight Booking Problems system ran my first and middle names together at time of Flight Booking Problems. Is that going to be a #TSAnightmare ?,negative,2015-02-19
5.6843472968430797e+17,Delta,@JetBlue not making a great first impression on my first flight. 20 minutes before boarding and the gate agent still can't assign me a seat?,negative,2015-02-19
568615445596471300,Delta,@JetBlue we now have to get off of the plane and wait another 1-2 hours for someone at the @BuffaloAirport to read the temp. #tired,negative,2015-02-19
569608322925473800,United,"@united should hire extra customer service reps. 50 minute wait time to ask one question? I would rather just fly another airline, thanks.",negative,2015-02-22
568628841431867400,United,"@united just curious, when are you going to to finally learn #customerservice ?",negative,2015-02-19
567801274293563400,US Airways,@USAirways I have been rebooked but It has been handled very unprofessionally. Cancelled Flightations happen but the disorganization is uncalled for.,negative,2015-02-17
568484777336172540,United,@united we followed the baggage rules on your website and was still charges $150. But only going one way,negative,2015-02-19
569555929798217700,US Airways,"@USAirways overloads small plane with extra baggage and then. Has to take them off... Poor execution #4435, 75 minute delay...",negative,2015-02-22
569582603902128100,Delta,"@JetBlue backlog is an hour at most, this is over two!  Unacceptable!!",negative,2015-02-22
568521376245501950,Delta,@JetBlue I can't do that flight. I need a Late Flightr one! I need you to change my flight. You guys changed it and now I can't do that time!,negative,2015-02-19
570097607478874100,Southwest,@SouthwestAir you need to redeem yourself. I lost respect for you tonight #lostbags #filmjobnoequipment,negative,2015-02-23
568054866045747200,Southwest,"@SouthwestAir Next once we arrived to Atlanta, we waited a full HOUR before our luggage was placed on a carousel. One hour!",negative,2015-02-18
567840815331991550,US Airways,@USAirways My Flight Booking Problems C68LD9 just times out when I select it under Manage My Flight Booking Problems for months now. I have emailed but no response. Help?,negative,2015-02-17
